Task ID, Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
868fy2xcy,"PeakTitle.com Maintenance","",complete,1760122028792,"10/10/2025, 2:47:08 PM EDT",1762074000000,"11/2/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Peak Title","[""Peak Title Agency""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868gtx316,"PeakTitle.com Maintenance","",complete,1766176841978,"12/19/2025, 3:40:41 PM EST",1767344400000,"1/2/2026, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Peak Title","[""Peak Title Agency""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868h9a85x,"PeakTitle.com Maintenance","",to do,1769632373339,"1/28/2026, 3:32:53 PM EST",1770022800000,"2/2/2026, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Peak Title","[""Peak Title Agency""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cwkvg2,"Invoice Karen","",complete,1741036617046,"3/3/2025, 4:16:57 PM EST",1740992400000,"3/3/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",2,"Karen Brennan","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c5e27a,"New Year Email Blast","",complete,1737577487459,"1/22/2025, 3:24:47 PM EST",1739523600000,"2/14/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Karen Brennan","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bgfwmr,"Send updated proposal with Mike's pricing","",complete,1734923783957,"12/22/2024, 10:16:23 PM EST",1734944400000,"12/23/2024, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",1,"Sunlight Housepainting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c52hvp,"Send invoice for project","",complete,1737559665644,"1/22/2025, 10:27:45 AM EST",1737536400000,"1/22/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",2,"CAMW","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bgfwjz,"Review Zoe's emails and get back to her with thoughts","",complete,1734923739066,"12/22/2024, 10:15:39 PM EST",1734944400000,"12/23/2024, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",2,"CAMW","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bgfwpa,"Build search page","",complete,1734923832921,"12/22/2024, 10:17:12 PM EST",1735635600000,"12/31/2024, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",2,"Candlewood Lake","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "1905",0.03 m,1905,0.03 m
868c6xk4u,"July calendar additions","",complete,1737765713900,"1/24/2025, 7:41:53 PM EST",1738141200000,"1/29/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Candlewood Lake","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c6xk96,"August calendar additions","",complete,1737765739981,"1/24/2025, 7:42:19 PM EST",1738314000000,"1/31/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Candlewood Lake","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cpbm67,"Remove 2025 Information from Fees Pages","Please remove the 2024 information at the end of February. \nPay Resident Fees | Candlewood Lake\nFee Schedule | Candlewood Lake",complete,1739977733879,"2/19/2025, 10:08:53 AM EST",1740819600000,"3/1/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Candlewood Lake","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cym7yy,"St. Paddy's Windshield Wiper BOGO Deal","",complete,1741291848186,"3/6/2025, 3:10:48 PM EST",1741593600000,"3/10/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",1,"Noebull Automotive","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0qepu,"Noebull Review Email","",to do,1737034511280,"1/16/2025, 8:35:11 AM EST",,"",,"",null,"[]","[Trey Kauffman]","[]",null,"Noebull Automotive","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0qebx,"Noebull Social Post","",to do,1737034453366,"1/16/2025, 8:34:13 AM EST",,"",,"",null,"[]","[Trey Kauffman]","[]",null,"Noebull Automotive","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868fkb3n6,"RockSolidPaintingco.com","",complete,1757962508230,"9/15/2025, 2:55:08 PM EDT",1760428800000,"10/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0v4a5,"RockSolidPaintingco.com","",complete,1737042363813,"1/16/2025, 10:46:03 AM EST",1739523600000,"2/14/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0ry3n,"RockSolidPaintingco.com","",complete,1737038362719,"1/16/2025, 9:39:22 AM EST",1736845200000,"1/14/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dh2njp,"RockSolidPaintingco.com","",complete,1744658314313,"4/14/2025, 3:18:34 PM EDT",1747209600000,"5/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cru74j,"RockSolidPaintingco.com","",complete,1740429889794,"2/24/2025, 3:44:49 PM EST",1741939200000,"3/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e18vpe,"RockSolidPaintingco.com","",complete,1747770503879,"5/20/2025, 3:48:23 PM EDT",1749888000000,"6/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868d6rwjq,"RockSolidPaintingco.com","",complete,1742836411164,"3/24/2025, 1:13:31 PM EDT",1744617600000,"4/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868eg0np2,"RockSolidPaintingco.com","",complete,1750714400145,"6/23/2025, 5:33:20 PM EDT",1752480000000,"7/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868ewp6wz,"RockSolidPaintingco.com","",complete,1753299739623,"7/23/2025, 3:42:19 PM EDT",1755158400000,"8/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f8p5nv,"RockSolidPaintingco.com","",complete,1755627547991,"8/19/2025, 2:19:07 PM EDT",1757836800000,"9/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868g0bdm4,"RockSolidPaintingco.com","",complete,1760646340476,"10/16/2025, 4:25:40 PM EDT",1763110800000,"11/14/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868geg01c,"RockSolidPaintingco.com","",complete,1763651421314,"11/20/2025, 10:10:21 AM EST",1765702800000,"12/14/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Rock Solid Painting","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bgfxzd,"Events (Eventbrite) page","",complete,1734924501805,"12/22/2024, 10:28:21 PM EST",1735290000000,"12/27/2024, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",2,"WJ Tax Company","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bgfy1m,"New lead form","",complete,1734924535074,"12/22/2024, 10:28:55 PM EST",1735290000000,"12/27/2024, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",2,"WJ Tax Company","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bgfyp3,"Website rebranding","",complete,1734924623979,"12/22/2024, 10:30:23 PM EST",1747209600000,"5/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"WJ Tax Company","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868chaqd1,"Add categories to search page","",complete,1739203786902,"2/10/2025, 11:09:46 AM EST",1739437200000,"2/13/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Parent Pathfinder","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868chaq79,"Update meta tags","",complete,1739203779340,"2/10/2025, 11:09:39 AM EST",1739437200000,"2/13/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Parent Pathfinder","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868brae3n,"RUNColumbus flyer 4x6","",complete,1736192155805,"1/6/2025, 2:35:55 PM EST",1736413200000,"1/9/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",2,"2FGR","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bgfzzv,"Schedule this week's social","",complete,1734924999133,"12/22/2024, 10:36:39 PM EST",1736240400000,"1/7/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"2FGR","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868g0bdmq,"WealthyWellthy.life Maintenance","",complete,1760646342437,"10/16/2025, 4:25:42 PM EDT",1763110800000,"11/14/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cazegb,"WealthyWellthy.life Maintenance","",complete,1738354269790,"1/31/2025, 3:11:09 PM EST",1744617600000,"4/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cazfav,"Ontraport to GoHighLevel research","",complete,1738354344429,"1/31/2025, 3:12:24 PM EST",1738746000000,"2/5/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868drbnh3,"WealthyWellthy.life Maintenance","",complete,1746026058515,"4/30/2025, 11:14:18 AM EDT",1747209600000,"5/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f8p5pz,"WealthyWellthy.life Maintenance","",complete,1755627550666,"8/19/2025, 2:19:10 PM EDT",1755158400000,"8/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e41cxm,"WealthyWellthy.life Maintenance","",complete,1748372185197,"5/27/2025, 2:56:25 PM EDT",1749888000000,"6/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868eg0uhx,"WealthyWellthy.life Maintenance","",complete,1750714939237,"6/23/2025, 5:42:19 PM EDT",1752480000000,"7/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f919qx,"WealthyWellthy.life Maintenance","",complete,1755691614710,"8/20/2025, 8:06:54 AM EDT",1757836800000,"9/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868fkbe9y,"WealthyWellthy.life Maintenance","",complete,1757963387565,"9/15/2025, 3:09:47 PM EDT",1760428800000,"10/14/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868gegh9g,"WealthyWellthy.life Maintenance","",complete,1763653063786,"11/20/2025, 10:37:43 AM EST",1765702800000,"12/14/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868gtxe1j,"WealthyWellthy.life Maintenance","",complete,1766178061868,"12/19/2025, 4:01:01 PM EST",1768381200000,"1/14/2026, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868h9b4gn,"WealthyWellthy.life Maintenance","",to do,1769634722230,"1/28/2026, 4:12:02 PM EST",1771059600000,"2/14/2026, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Wealthy Wellthy","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868g78ucw,"BiggsEstates.com Maintenance","",complete,1762185241373,"11/3/2025, 10:54:01 AM EST",1765184400000,"12/8/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868gtx347,"BiggsEstates.com Maintenance","",complete,1766176847038,"12/19/2025, 3:40:47 PM EST",1767862800000,"1/8/2026, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dh2k0e,"BiggsEstates.com Maintenance","",complete,1744658093132,"4/14/2025, 3:14:53 PM EDT",1746691200000,"5/8/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0t04v,"BiggsEstates.com Maintenance","",complete,1737038494348,"1/16/2025, 9:41:34 AM EST",1739005200000,"2/8/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868chj7y3,"BiggsEstates.com Maintenance","",complete,1739218487118,"2/10/2025, 3:14:47 PM EST",1741424400000,"3/8/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868eptfz9,"BiggsEstates.com Maintenance","",complete,1752072791577,"7/9/2025, 10:53:11 AM EDT",1754640000000,"8/8/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868fy2w43,"BiggsEstates.com Maintenance","",complete,1760121941896,"10/10/2025, 2:45:41 PM EDT",1762592400000,"11/8/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e9pfha,"BiggsEstates.com Maintenance","",complete,1749481512165,"6/9/2025, 11:05:12 AM EDT",1751961600000,"7/8/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cwkgyd,"BiggsEstates.com Maintenance","",complete,1741035847572,"3/3/2025, 4:04:07 PM EST",1744099200000,"4/8/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868dux6ty,"BiggsEstates.com Maintenance","",complete,1746544877430,"5/6/2025, 11:21:17 AM EDT",1749369600000,"6/8/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868fh3g5f,"BiggsEstates.com Maintenance","",complete,1757440021242,"9/9/2025, 1:47:01 PM EDT",1759910400000,"10/8/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f7cctk,"BiggsEstates.com Maintenance","",complete,1755285962181,"8/15/2025, 3:26:02 PM EDT",1757318400000,"9/8/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868h9a7au,"BiggsEstates.com Maintenance","",to do,1769632296371,"1/28/2026, 3:31:36 PM EST",1770541200000,"2/8/2026, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Biggs Estates","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868geg7k9,"Borror.com Maintenance","",complete,1763652059762,"11/20/2025, 10:20:59 AM EST",1763629200000,"11/20/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868fh3fn2,"Borror.com Maintenance","",complete,1757439981902,"9/9/2025, 1:46:21 PM EDT",1758355200000,"9/20/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e415p2,"Borror.com Maintenance","",complete,1748371519637,"5/27/2025, 2:45:19 PM EDT",1750406400000,"6/20/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0ryvx,"Borror.com Maintenance","",complete,1737038412763,"1/16/2025, 9:40:12 AM EST",1737363600000,"1/20/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868d6rwhp,"Borror.com Maintenance","",complete,1742836408690,"3/24/2025, 1:13:28 PM EDT",1745136000000,"4/20/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868drc4vp,"Borror.com Maintenance","",complete,1746027205037,"4/30/2025, 11:33:25 AM EDT",1747728000000,"5/20/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c7pf6h,"Borror.com Maintenance","",complete,1738001682182,"1/27/2025, 1:14:42 PM EST",1740042000000,"2/20/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868gtx74u,"Borror.com Maintenance","",complete,1766177225575,"12/19/2025, 3:47:05 PM EST",1768899600000,"1/20/2026, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868cwjw6v,"Borror.com Maintenance","",complete,1741034555885,"3/3/2025, 3:42:35 PM EST",1742457600000,"3/20/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868geyvy1,"Borror.com Maintenance","",complete,1763744455815,"11/21/2025, 12:00:55 PM EST",1766221200000,"12/20/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868eg0hzf,"Borror.com Maintenance","",complete,1750714155539,"6/23/2025, 5:29:15 PM EDT",1752998400000,"7/20/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868ewpa1p,"Borror.com Maintenance","",complete,1753300043769,"7/23/2025, 3:47:23 PM EDT",1755676800000,"8/20/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868fy339b,"Borror.com Maintenance","",complete,1760122483967,"10/10/2025, 2:54:43 PM EDT",1760947200000,"10/20/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868h9abtx,"Borror.com Maintenance","",to do,1769632585721,"1/28/2026, 3:36:25 PM EST",1771578000000,"2/20/2026, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Borror","[""Clients""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868e47a5p,"Prepare next email blast","",complete,1748391376546,"5/27/2025, 8:16:16 PM EDT",1749024000000,"6/4/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Wing Fest Tasks","[""Smokin' Hot Wing Fest""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868bve6nk,"1/15/25 email campaign","",complete,1736452080461,"1/9/2025, 2:48:00 PM EST",1736499600000,"1/10/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868c0v0t1,"BlackburnsChimney.com Maintenance","",complete,1737042148784,"1/16/2025, 10:42:28 AM EST",1739437200000,"2/13/2025, 4:00:00 AM EST",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868ej9590,"Summer is here, get ready for fall","",complete,1751040953418,"6/27/2025, 12:15:53 PM EDT",,"",,"",868ej958u,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f9hrjw,"Summer is here, get ready for fall","",complete,1755779088352,"8/21/2025, 8:24:48 AM EDT",,"",,"",868f9hrjv,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f919qg,"Blackburns Email Campaign","",complete,1755691610893,"8/20/2025, 8:06:50 AM EDT",1754553600000,"8/7/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868f9hrjv,"Blackburns Email Campaign","",complete,1755779088080,"8/21/2025, 8:24:48 AM EDT",1755763200000,"8/21/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
868g78u28,"Blackburns Email Campaign","",complete,1762185218367,"11/3/2025, 10:53:38 AM EST",1761206400000,"10/23/2025, 4:00:00 AM EDT",,"",null,"[]","[Trey Kauffman]","[]",null,"Blackburns Chimney","[""Blackburns Chimney""]","Mosaic Life Creative","","","{}","[]","0", "",,NaN,
